,title,name,stars,text,label_sentimen,text_clean,text_casefoldingText,text_slangwords,text_stemming,text_tokenizingText,text_stopword,text_final
292,Terminal Baturraden,Eka Fisha,5,terminal yg rameeeee terusss,Positif,terminal yg rameeeee terusss,terminal yg rameeeee terusss,terminal yang rameeeee terus,terminal yang rameeeee terus,"['terminal', 'yang', 'rameeeee', 'terus']","['terminal', 'rameeeee']",terminal rameeeee
293,Terminal Baturraden,Erwin Saja,5,Terminalnya bersih dan rapi,Positif,Terminalnya bersih dan rapi,terminalnya bersih dan rapi,terminalnya bersih dan rapi,terminal bersih dan rapi,"['terminal', 'bersih', 'dan', 'rapi']","['terminal', 'bersih', 'rapi']",terminal bersih rapi
294,Terminal Baturraden,Rama Purwokerto,5,Dinginn,Positif,Dinginn,dinginn,dinginn,dinginn,['dinginn'],['dinginn'],dinginn
295,Terminal Baturraden,Damar Wijayadi,5,Pemandanganya baguss .,Positif,Pemandanganya baguss,pemandanganya baguss,pemandanganya bagus,pemandanganya bagus,"['pemandanganya', 'bagus']","['pemandanganya', 'bagus']",pemandanganya bagus
296,Terminal Baturraden,Ibn saheel,5,Terminal bus lokawisata,Positif,Terminal bus lokawisata,terminal bus lokawisata,terminal bus lokawisata,terminal bus lokawisata,"['terminal', 'bus', 'lokawisata']","['terminal', 'bus', 'lokawisata']",terminal bus lokawisata
297,Terminal Baturraden,Saif Alvin,5,Menjadi favorit para goweser untuk istirahat dan foto sudah bagus,Positif,Menjadi favorit para goweser untuk istirahat dan foto sudah bagus,menjadi favorit para goweser untuk istirahat dan foto sudah bagus,menjadi favorit para goweser untuk istirahat dan foto sudah bagus,jadi favorit para goweser untuk istirahat dan foto sudah bagus,"['jadi', 'favorit', 'para', 'goweser', 'untuk', 'istirahat', 'dan', 'foto', 'sudah', 'bagus']","['favorit', 'goweser', 'istirahat', 'foto', 'bagus']",favorit goweser istirahat foto bagus
298,Terminal Baturraden,Paulette Stevens,5,Ngopi pas klo disini anget² sambil ngeliat yg indah²,Positif,Ngopi pas klo disini anget² sambil ngeliat yg indah²,ngopi pas klo disini anget² sambil ngeliat yg indah²,ngopi  ketika kalo disini anget² sambil melihat yang indah²,ngopi ketika kalo sini anget sambil lihat yang indah,"['ngopi', 'ketika', 'kalo', 'sini', 'anget', 'sambil', 'lihat', 'yang', 'indah']","['ngopi', 'kalo', 'anget', 'lihat', 'indah']",ngopi kalo anget lihat indah
299,Terminal Baturraden,Rifqi Amrullah,5,So many tourism's bus,Positif,So many tourisms bus,so many tourisms bus,sok many tourisms bus,sok many tourisms bus,"['sok', 'many', 'tourisms', 'bus']","['sok', 'many', 'tourisms', 'bus']",sok many tourisms bus
300,Halte Trans Banyumas Terminal Notog,Aulia Fuad Rifai,5,Terminal notog koridor 2,Positif,Terminal notog koridor,terminal notog koridor,terminal membawa koridor,terminal bawa koridor,"['terminal', 'bawa', 'koridor']","['terminal', 'bawa', 'koridor']",terminal bawa koridor
301,Halte Trans Banyumas Terminal Notog,wiwin setiabudi,5,terminal bus trans banyumas ke baturaden,Positif,terminal bus trans banyumas ke baturaden,terminal bus trans banyumas ke baturaden,terminal bus trans banyumas ke baturaden,terminal bus trans banyumas ke baturaden,"['terminal', 'bus', 'trans', 'banyumas', 'ke', 'baturaden']","['terminal', 'bus', 'trans', 'banyumas', 'baturaden']",terminal bus trans banyumas baturaden
302,Halte Trans Banyumas Terminal Notog,Mas Cico Co,5,Notog - Baturraden,Positif,Notog  Baturraden,notog  baturraden,membawa baturraden,bawa baturraden,"['bawa', 'baturraden']","['bawa', 'baturraden']",bawa baturraden
303,Halte Trans Banyumas Terminal Notog,Yusuf Ramadan,4,Banyumas sudah bagus sekarang dengan adanya bus trans banyumas jd berasa kaya di jakarta. Saran aja klo bisa tambahin rute nya ke GMaps supaya kita bisa tau lokasi halte terdekat dan tau rute nya kemana aja. Karna gk semua orang tau posisi berhenti nya akan dimana. Terimakasih 🙏☺ semoga next nya ada krl supaya gk ketinggalan seperti kota lainnya yang sudah ada krl. Heheh,Positif,Banyumas sudah bagus sekarang dengan adanya bus trans banyumas jd berasa kaya di jakarta Saran aja klo bisa tambahin rute nya ke GMaps supaya kita bisa tau lokasi halte terdekat dan tau rute nya kemana aja Karna gk semua orang tau posisi berhenti nya akan dimana Terimakasih  semoga next nya ada krl supaya gk ketinggalan seperti kota lainnya yang sudah ada krl Heheh,banyumas sudah bagus sekarang dengan adanya bus trans banyumas jd berasa kaya di jakarta saran aja klo bisa tambahin rute nya ke gmaps supaya kita bisa tau lokasi halte terdekat dan tau rute nya kemana aja karna gk semua orang tau posisi berhenti nya akan dimana terimakasih  semoga next nya ada krl supaya gk ketinggalan seperti kota lainnya yang sudah ada krl heheh,banyumas sudah bagus sekarang dengan adanya bus trans banyumas jadi berasa kayak di jakarta saran saja kalo bisa tambahkan rute nya ke gmaps supaya kita bisa tau lokasi halte terdekat dan tau rute nya kemana saja karena enggak semua orang tau posisi berhenti nya akan dimana terimakasih semoga next nya ada krl supaya enggak ketinggalan seperti kota lainnya yang sudah ada krl heheh,banyumas sudah bagus sekarang dengan ada bus trans banyumas jadi asa kayak di jakarta saran saja kalo bisa tambah rute nya ke gmaps supaya kita bisa tau lokasi halte dekat dan tau rute nya mana saja karena enggak semua orang tau posisi henti nya akan mana terimakasih moga next nya ada krl supaya enggak tinggal seperti kota lain yang sudah ada krl heheh,"['banyumas', 'sudah', 'bagus', 'sekarang', 'dengan', 'ada', 'bus', 'trans', 'banyumas', 'jadi', 'asa', 'kayak', 'di', 'jakarta', 'saran', 'saja', 'kalo', 'bisa', 'tambah', 'rute', 'nya', 'ke', 'gmaps', 'supaya', 'kita', 'bisa', 'tau', 'lokasi', 'halte', 'dekat', 'dan', 'tau', 'rute', 'nya', 'mana', 'saja', 'karena', 'enggak', 'semua', 'orang', 'tau', 'posisi', 'henti', 'nya', 'akan', 'mana', 'terimakasih', 'moga', 'next', 'nya', 'ada', 'krl', 'supaya', 'enggak', 'tinggal', 'seperti', 'kota', 'lain', 'yang', 'sudah', 'ada', 'krl', 'heheh']","['banyumas', 'bagus', 'bus', 'trans', 'banyumas', 'asa', 'kayak', 'jakarta', 'saran', 'kalo', 'rute', 'gmaps', 'tau', 'lokasi', 'halte', 'tau', 'rute', 'orang', 'tau', 'posisi', 'henti', 'terimakasih', 'moga', 'next', 'krl', 'tinggal', 'kota', 'krl', 'heheh']",banyumas bagus bus trans banyumas asa kayak jakarta saran kalo rute gmaps tau lokasi halte tau rute orang tau posisi henti terimakasih moga next krl tinggal kota krl heheh
304,Halte Trans Banyumas Terminal Notog,Makhtum Al faruq,5,Mobilnya yang banyak 😀😀😀,Positif,Mobilnya yang banyak,mobilnya yang banyak,mobilnya yang banyak,mobil yang banyak,"['mobil', 'yang', 'banyak']",['mobil'],mobil
305,Halte Trans Banyumas Terminal Notog,WANTO,4,"Halte bus transportasi umum Trans Banyumas, lokasinya disebelah timur pertigaan Notog. Banyak penjual kuliner di sekelilingnya sehingga bisa membeli jajan / cemilan dulu sembari menunggu bus-nya datang.",Positif,Halte bus transportasi umum Trans Banyumas lokasinya disebelah timur pertigaan Notog Banyak penjual kuliner di sekelilingnya sehingga bisa membeli jajan  cemilan dulu sembari menunggu busnya datang,halte bus transportasi umum trans banyumas lokasinya disebelah timur pertigaan notog banyak penjual kuliner di sekelilingnya sehingga bisa membeli jajan  cemilan dulu sembari menunggu busnya datang,halte bus transportasi umum trans banyumas lokasinya disebelah timur pertigaan membawa banyak penjual kuliner di sekelilingnya sehingga bisa membeli jajan cemilan dulu sembari menunggu busnya datang,halte bus transportasi umum trans banyumas lokasi belah timur tiga bawa banyak jual kuliner di keliling sehingga bisa beli jajan cemilan dulu sembari tunggu bus datang,"['halte', 'bus', 'transportasi', 'umum', 'trans', 'banyumas', 'lokasi', 'belah', 'timur', 'tiga', 'bawa', 'banyak', 'jual', 'kuliner', 'di', 'keliling', 'sehingga', 'bisa', 'beli', 'jajan', 'cemilan', 'dulu', 'sembari', 'tunggu', 'bus', 'datang']","['halte', 'bus', 'transportasi', 'trans', 'banyumas', 'lokasi', 'belah', 'timur', 'bawa', 'jual', 'kuliner', 'keliling', 'beli', 'jajan', 'cemilan', 'sembari', 'tunggu', 'bus']",halte bus transportasi trans banyumas lokasi belah timur bawa jual kuliner keliling beli jajan cemilan sembari tunggu bus
306,Halte Trans Banyumas Terminal Notog,Prayulanda Anisa,4,Ke halte mau ke kios pempers nya atha. Bisa jajan cilok sambil nunggu bus nya,Positif,Ke halte mau ke kios pempers nya atha Bisa jajan cilok sambil nunggu bus nya,ke halte mau ke kios pempers nya atha bisa jajan cilok sambil nunggu bus nya,ke halte mau ke kios pempers nya atha bisa jajan cilok sambil menunggu bus nya,ke halte mau ke kios pempers nya atha bisa jajan cilok sambil tunggu bus nya,"['ke', 'halte', 'mau', 'ke', 'kios', 'pempers', 'nya', 'atha', 'bisa', 'jajan', 'cilok', 'sambil', 'tunggu', 'bus', 'nya']","['halte', 'kios', 'pempers', 'atha', 'jajan', 'cilok', 'tunggu', 'bus']",halte kios pempers atha jajan cilok tunggu bus
307,Halte Trans Banyumas Terminal Notog,Yasin Dwip,5,YANG SELALU KULEWATI KALO KE PWT,Positif,YANG SELALU KULEWATI KALO KE PWT,yang selalu kulewati kalo ke pwt,yang selalu kulewati kalo ke pwt,yang selalu lewat kalo ke pwt,"['yang', 'selalu', 'lewat', 'kalo', 'ke', 'pwt']","['kalo', 'pwt']",kalo pwt
308,Halte Trans Banyumas Terminal Notog,putu channel,1,"Nunggu di tempat yg tidak ada halte kerepotan kalo hujan neduh dimana ? Rumah warga? Balai desa? Pertokoan? Atau pohon? Kalo panas sama juga mau kemana kita. Yg parahnya lagi saat melintas di koridor terminal notog ada sekitar 7 orang tua menunggu rmdanya sambil jongkok dan duduk di tepi gorong2 kepanasan sedangkan bisnya masih lama astaghfirullah tidak recommended deh buat para orang tua kasian, mending Transjakarta masih ada shuttle busnya",Negatif,Nunggu di tempat yg tidak ada halte kerepotan kalo hujan neduh dimana  Rumah warga Balai desa Pertokoan Atau pohon Kalo panas sama juga mau kemana kita Yg parahnya lagi saat melintas di koridor terminal notog ada sekitar  orang tua menunggu rmdanya sambil jongkok dan duduk di tepi gorong kepanasan sedangkan bisnya masih lama astaghfirullah tidak recommended deh buat para orang tua kasian mending Transjakarta masih ada shuttle busnya,nunggu di tempat yg tidak ada halte kerepotan kalo hujan neduh dimana  rumah warga balai desa pertokoan atau pohon kalo panas sama juga mau kemana kita yg parahnya lagi saat melintas di koridor terminal notog ada sekitar  orang tua menunggu rmdanya sambil jongkok dan duduk di tepi gorong kepanasan sedangkan bisnya masih lama astaghfirullah tidak recommended deh buat para orang tua kasian mending transjakarta masih ada shuttle busnya,menunggu di tempat yang tidak ada halte kerepotan kalo hujan neduh dimana rumah warga balai desa pertokoan atau pohon kalo panas sama juga mau kemana kita yang parahnya lagi saat melintas di koridor terminal membawa ada sekitar orang tua menunggu rmdanya sambil jongkok dan duduk di tepi gorong kepanasan sedangkan bisnya masih lama astaghfirullah tidak recommended deh buat para orang tua kasihan mending transjakarta masih ada shuttle busnya,tunggu di tempat yang tidak ada halte kerepot kalo hujan neduh mana rumah warga balai desa toko atau pohon kalo panas sama juga mau mana kita yang parah lagi saat lintas di koridor terminal bawa ada sekitar orang tua tunggu rmdanya sambil jongkok dan duduk di tepi gorong panas sedang bis masih lama astaghfirullah tidak recommended deh buat para orang tua kasihan mending transjakarta masih ada shuttle bus,"['tunggu', 'di', 'tempat', 'yang', 'tidak', 'ada', 'halte', 'kerepot', 'kalo', 'hujan', 'neduh', 'mana', 'rumah', 'warga', 'balai', 'desa', 'toko', 'atau', 'pohon', 'kalo', 'panas', 'sama', 'juga', 'mau', 'mana', 'kita', 'yang', 'parah', 'lagi', 'saat', 'lintas', 'di', 'koridor', 'terminal', 'bawa', 'ada', 'sekitar', 'orang', 'tua', 'tunggu', 'rmdanya', 'sambil', 'jongkok', 'dan', 'duduk', 'di', 'tepi', 'gorong', 'panas', 'sedang', 'bis', 'masih', 'lama', 'astaghfirullah', 'tidak', 'recommended', 'deh', 'buat', 'para', 'orang', 'tua', 'kasihan', 'mending', 'transjakarta', 'masih', 'ada', 'shuttle', 'bus']","['tunggu', 'tidak', 'halte', 'kerepot', 'kalo', 'hujan', 'neduh', 'rumah', 'warga', 'balai', 'desa', 'toko', 'pohon', 'kalo', 'panas', 'parah', 'lintas', 'koridor', 'terminal', 'bawa', 'orang', 'tua', 'tunggu', 'rmdanya', 'jongkok', 'duduk', 'tepi', 'gorong', 'panas', 'bis', 'astaghfirullah', 'tidak', 'recommended', 'deh', 'orang', 'tua', 'kasihan', 'mending', 'transjakarta', 'shuttle', 'bus']",tunggu tidak halte kerepot kalo hujan neduh rumah warga balai desa toko pohon kalo panas parah lintas koridor terminal bawa orang tua tunggu rmdanya jongkok duduk tepi gorong panas bis astaghfirullah tidak recommended deh orang tua kasihan mending transjakarta shuttle bus
309,Halte Trans Banyumas Terminal Notog,Pak Daryoto,5,"Tempat  Halte Tran itu dulu tepat benkel saya sebelm di bangun masih pager bambu, sampe dibangun tembok  .dan saya   di suruh p.lurah  masngudi ,dimintai  pertimbangan  sama p .kades   supaya mengerjakan kios tersebut dan bentuk nya.di serahkan kepada saya.Termasuk kios kios  drpañ lapangan pjkA .begitulah pegalaman saya p.Daryoto",Positif,Tempat  Halte Tran itu dulu tepat benkel saya sebelm di bangun masih pager bambu sampe dibangun tembok  dan saya   di suruh plurah  masngudi dimintai  pertimbangan  sama p kades   supaya mengerjakan kios tersebut dan bentuk nyadi serahkan kepada sayaTermasuk kios kios  drpañ lapangan pjkA begitulah pegalaman saya pDaryoto,tempat  halte tran itu dulu tepat benkel saya sebelm di bangun masih pager bambu sampe dibangun tembok  dan saya   di suruh plurah  masngudi dimintai  pertimbangan  sama p kades   supaya mengerjakan kios tersebut dan bentuk nyadi serahkan kepada sayatermasuk kios kios  drpañ lapangan pjka begitulah pegalaman saya pdaryoto,tempat halte tran itu dulu tepat benkel saya sebelm di bangun masih pager bambu sampai dibangun tembok dan saya di suruh plurah masngudi dimintai pertimbangan sama p kades supaya mengerjakan kios tersebut dan bentuk nyadi serahkan kepada sayatermasuk kios kios drpañ lapangan pjka begitulah pegalaman saya pdaryoto,tempat halte tran itu dulu tepat benkel saya sebelm di bangun masih pager bambu sampai bangun tembok dan saya di suruh plurah masngudi minta timbang sama p kades supaya kerja kios sebut dan bentuk nyadi serah kepada sayatermasuk kios kios drpa lapang pjka begitu pegalaman saya pdaryoto,"['tempat', 'halte', 'tran', 'itu', 'dulu', 'tepat', 'benkel', 'saya', 'sebelm', 'di', 'bangun', 'masih', 'pager', 'bambu', 'sampai', 'bangun', 'tembok', 'dan', 'saya', 'di', 'suruh', 'plurah', 'masngudi', 'minta', 'timbang', 'sama', 'p', 'kades', 'supaya', 'kerja', 'kios', 'sebut', 'dan', 'bentuk', 'nyadi', 'serah', 'kepada', 'sayatermasuk', 'kios', 'kios', 'drpa', 'lapang', 'pjka', 'begitu', 'pegalaman', 'saya', 'pdaryoto']","['halte', 'tran', 'benkel', 'sebelm', 'bangun', 'pager', 'bambu', 'bangun', 'tembok', 'suruh', 'plurah', 'masngudi', 'timbang', 'p', 'kades', 'kerja', 'kios', 'bentuk', 'nyadi', 'serah', 'sayatermasuk', 'kios', 'kios', 'drpa', 'lapang', 'pjka', 'pegalaman', 'pdaryoto']",halte tran benkel sebelm bangun pager bambu bangun tembok suruh plurah masngudi timbang p kades kerja kios bentuk nyadi serah sayatermasuk kios kios drpa lapang pjka pegalaman pdaryoto
310,Halte Trans Banyumas Terminal Notog,Ahmad Saja,5,Bersih,Positif,Bersih,bersih,bersih,bersih,['bersih'],['bersih'],bersih
311,Halte Trans Banyumas Terminal Notog,Budi Arni,5,Mudah dicari dan cepat pelayanannya,Positif,Mudah dicari dan cepat pelayanannya,mudah dicari dan cepat pelayanannya,mudah dicari dan cepat pelayanannya,mudah cari dan cepat layan,"['mudah', 'cari', 'dan', 'cepat', 'layan']","['mudah', 'cari', 'cepat', 'layan']",mudah cari cepat layan
312,Halte Trans Banyumas Terminal Notog,Sir Destroy,5,Keren bgt,Positif,Keren bgt,keren bgt,keren banget,keren banget,"['keren', 'banget']","['keren', 'banget']",keren banget
313,Halte Trans Banyumas Terminal Notog,Febri Djavianto,5,"5 Mei 2022 LIBUR LEBARAN.
Terminal Bus Outdoor ""Trans Banyumas"" milik Pemkab Banyumas. yang berada di desa NOTOG Kecamatan Patikraja, Kabupaten Banyumas, JAWA - TENGAH.
Halte ini melayani Rute Koridor 2 dengan tujuan akhir di Terminal Baturaden.
Masih tahap sosialisasi promosi dan gratis.
Syarat naik Bus ini cukup mudah..dgn cara mendaftarkan email di Aplikasi TEMAN BUS lalu scan Barcode aplikasi tsb di dalam bus.
Semoga BANYUMAS SEMAKIN MAJU..",Positif,Mei  LIBUR LEBARAN Terminal Bus Outdoor Trans Banyumas milik Pemkab Banyumas yang berada di desa NOTOG Kecamatan Patikraja Kabupaten Banyumas JAWA  TENGAH Halte ini melayani Rute Koridor  dengan tujuan akhir di Terminal Baturaden Masih tahap sosialisasi promosi dan gratis Syarat naik Bus ini cukup mudahdgn cara mendaftarkan email di Aplikasi TEMAN BUS lalu scan Barcode aplikasi tsb di dalam bus Semoga BANYUMAS SEMAKIN MAJU,mei  libur lebaran terminal bus outdoor trans banyumas milik pemkab banyumas yang berada di desa notog kecamatan patikraja kabupaten banyumas jawa  tengah halte ini melayani rute koridor  dengan tujuan akhir di terminal baturaden masih tahap sosialisasi promosi dan gratis syarat naik bus ini cukup mudahdgn cara mendaftarkan email di aplikasi teman bus lalu scan barcode aplikasi tsb di dalam bus semoga banyumas semakin maju,mei libur lebaran terminal bus outdoor trans banyumas milik pemkab banyumas yang berada di desa membawa kecamatan patikraja kabupaten banyumas jawa tengah halte ini melayani rute koridor dengan tujuan akhir di terminal baturaden masih tahap sosialisasi promosi dan gratis syarat naik bus ini cukup mudahdgn cara mendaftarkan email di aplikasi teman bus lalu scan barcode aplikasi tersebut di dalam bus semoga banyumas semakin maju,mei libur lebaran terminal bus outdoor trans banyumas milik pemkab banyumas yang ada di desa bawa camat patikraja kabupaten banyumas jawa tengah halte ini layan rute koridor dengan tuju akhir di terminal baturaden masih tahap sosialisasi promosi dan gratis syarat naik bus ini cukup mudahdgn cara daftar email di aplikasi teman bus lalu scan barcode aplikasi sebut di dalam bus moga banyumas makin maju,"['mei', 'libur', 'lebaran', 'terminal', 'bus', 'outdoor', 'trans', 'banyumas', 'milik', 'pemkab', 'banyumas', 'yang', 'ada', 'di', 'desa', 'bawa', 'camat', 'patikraja', 'kabupaten', 'banyumas', 'jawa', 'tengah', 'halte', 'ini', 'layan', 'rute', 'koridor', 'dengan', 'tuju', 'akhir', 'di', 'terminal', 'baturaden', 'masih', 'tahap', 'sosialisasi', 'promosi', 'dan', 'gratis', 'syarat', 'naik', 'bus', 'ini', 'cukup', 'mudahdgn', 'cara', 'daftar', 'email', 'di', 'aplikasi', 'teman', 'bus', 'lalu', 'scan', 'barcode', 'aplikasi', 'sebut', 'di', 'dalam', 'bus', 'moga', 'banyumas', 'makin', 'maju']","['mei', 'libur', 'lebaran', 'terminal', 'bus', 'outdoor', 'trans', 'banyumas', 'milik', 'pemkab', 'banyumas', 'desa', 'bawa', 'camat', 'patikraja', 'kabupaten', 'banyumas', 'jawa', 'halte', 'layan', 'rute', 'koridor', 'tuju', 'terminal', 'baturaden', 'tahap', 'sosialisasi', 'promosi', 'gratis', 'syarat', 'bus', 'mudahdgn', 'daftar', 'email', 'aplikasi', 'teman', 'bus', 'scan', 'barcode', 'aplikasi', 'bus', 'moga', 'banyumas', 'maju']",mei libur lebaran terminal bus outdoor trans banyumas milik pemkab banyumas desa bawa camat patikraja kabupaten banyumas jawa halte layan rute koridor tuju terminal baturaden tahap sosialisasi promosi gratis syarat bus mudahdgn daftar email aplikasi teman bus scan barcode aplikasi bus moga banyumas maju
314,Halte Pasar Pon,Sakinah Nurul wajihah,5,Strategis untuk ke St.Pwt.,Positif,Strategis untuk ke StPwt,strategis untuk ke stpwt,strategis untuk ke stpwt,strategis untuk ke stpwt,"['strategis', 'untuk', 'ke', 'stpwt']","['strategis', 'stpwt']",strategis stpwt
315,Halte Pasar Pon,firkhan Khawasyi,5,Strategis,Positif,Strategis,strategis,strategis,strategis,['strategis'],['strategis'],strategis
316,Halte Pasar Pon,Ragil Marga Safera,5,nyaman aman mudah di temukan,Positif,nyaman aman mudah di temukan,nyaman aman mudah di temukan,nyaman aman mudah di temukan,nyaman aman mudah di temu,"['nyaman', 'aman', 'mudah', 'di', 'temu']","['nyaman', 'aman', 'mudah', 'temu']",nyaman aman mudah temu
317,Halte Pasar Pon,intan salsabila,5,"Tempat transit naik bus, bisa ke trans Jateng, Banyumas atau stasiun pintu barat Purwokerto",Positif,Tempat transit naik bus bisa ke trans Jateng Banyumas atau stasiun pintu barat Purwokerto,tempat transit naik bus bisa ke trans jateng banyumas atau stasiun pintu barat purwokerto,tempat transit naik bus bisa ke trans jateng banyumas atau stasiun pintu barat purwokerto,tempat transit naik bus bisa ke trans jateng banyumas atau stasiun pintu barat purwokerto,"['tempat', 'transit', 'naik', 'bus', 'bisa', 'ke', 'trans', 'jateng', 'banyumas', 'atau', 'stasiun', 'pintu', 'barat', 'purwokerto']","['transit', 'bus', 'trans', 'jateng', 'banyumas', 'stasiun', 'pintu', 'barat', 'purwokerto']",transit bus trans jateng banyumas stasiun pintu barat purwokerto
318,Halte Pasar Pon,Tania Putri Anastasya,5,Bagus,Positif,Bagus,bagus,bagus,bagus,['bagus'],['bagus'],bagus
319,Halte Pasar Pon,Hakim Synyster,4,so so,Positif,so so,so so,sok sok,sok sok,"['sok', 'sok']","['sok', 'sok']",sok sok
