stars,text,text_clean,text_casefoldingText,text_slangwords,text_tokenizingText,text_stopword,text_final,polarity_score,polarity
1,"MAS MAS MUDA YG JAGAIN DI PINTU MASUK DAN KELUARR G PUNYA EMPATI DAN G RAMAH SEKALI, ORG KY GT KOK MESI DI PEKERJAKAN.",MAS MAS MUDA YG JAGAIN DI PINTU MASUK DAN KELUARR G PUNYA EMPATI DAN G RAMAH SEKALI ORG KY GT KOK MESI DI PEKERJAKAN,mas mas muda yg jagain di pintu masuk dan keluarr g punya empati dan g ramah sekali org ky gt kok mesi di pekerjakan,mas mas muda yang menjaga di pintu masuk dan keluarr enggak punya empati dan enggak ramah sekali orang kaya begitu kok mesi di pekerjakan,"['mas', 'mas', 'muda', 'yang', 'menjaga', 'di', 'pintu', 'masuk', 'dan', 'keluarr', 'enggak', 'punya', 'empati', 'dan', 'enggak', 'ramah', 'sekali', 'orang', 'kaya', 'begitu', 'kok', 'mesi', 'di', 'pekerjakan']","['mas', 'mas', 'muda', 'menjaga', 'pintu', 'masuk', 'keluarr', 'empati', 'ramah', 'orang', 'kaya', 'mesi', 'pekerjakan']",mas mas muda menjaga pintu masuk keluarr empati ramah orang kaya mesi pekerjakan,-6,negative
1,Calo parah,Calo parah,calo parah,calo parah,"['calo', 'parah']","['calo', 'parah']",calo parah,-5,negative
1,"Parkiran mobil banyak pohon setua dan segede itu
Ranting jatoh aja bisa bikin pecah kaca mobilku.
Ke petugas setempat pengelola parkir jawabannya enak banget padahal sudah merugikan. Minimal ranting ranting di pangkas di rawat lah itu pepohonan
Sudah banyak korban seharusnya gimana caranya biar ngga kejadian lagi.
Untung aja bukan batang pohonnya yg njatohin mobil parkir.
Warning untuk pengurus tempat parkir. Aku tandain 👀",Parkiran mobil banyak pohon setua dan segede itu Ranting jatoh aja bisa bikin pecah kaca mobilku Ke petugas setempat pengelola parkir jawabannya enak banget padahal sudah merugikan Minimal ranting ranting di pangkas di rawat lah itu pepohonan Sudah banyak korban seharusnya gimana caranya biar ngga kejadian lagi Untung aja bukan batang pohonnya yg njatohin mobil parkir Warning untuk pengurus tempat parkir Aku tandain,parkiran mobil banyak pohon setua dan segede itu ranting jatoh aja bisa bikin pecah kaca mobilku ke petugas setempat pengelola parkir jawabannya enak banget padahal sudah merugikan minimal ranting ranting di pangkas di rawat lah itu pepohonan sudah banyak korban seharusnya gimana caranya biar ngga kejadian lagi untung aja bukan batang pohonnya yg njatohin mobil parkir warning untuk pengurus tempat parkir aku tandain,parkiran mobil banyak pohon setua dan segede itu ranting jatuh saja bisa bikin pecah kaca mobilku ke petugas setempat pengelola parkir jawabannya enak  sekali padahal sudah merugikan minimal ranting ranting di pangkas di rawat lah itu pepohonan sudah banyak korban seharusnya bagaimana caranya biar enggak kejadian lagi untung saja bukan batang pohonnya yang njatohin mobil parkir warning untuk pengurus tempat parkir aku tandain,"['parkiran', 'mobil', 'banyak', 'pohon', 'setua', 'dan', 'segede', 'itu', 'ranting', 'jatuh', 'saja', 'bisa', 'bikin', 'pecah', 'kaca', 'mobilku', 'ke', 'petugas', 'setempat', 'pengelola', 'parkir', 'jawabannya', 'enak', 'sekali', 'padahal', 'sudah', 'merugikan', 'minimal', 'ranting', 'ranting', 'di', 'pangkas', 'di', 'rawat', 'lah', 'itu', 'pepohonan', 'sudah', 'banyak', 'korban', 'seharusnya', 'bagaimana', 'caranya', 'biar', 'enggak', 'kejadian', 'lagi', 'untung', 'saja', 'bukan', 'batang', 'pohonnya', 'yang', 'njatohin', 'mobil', 'parkir', 'warning', 'untuk', 'pengurus', 'tempat', 'parkir', 'aku', 'tandain']","['parkiran', 'mobil', 'pohon', 'setua', 'segede', 'ranting', 'jatuh', 'bikin', 'pecah', 'kaca', 'mobilku', 'petugas', 'pengelola', 'parkir', 'jawabannya', 'enak', 'merugikan', 'minimal', 'ranting', 'ranting', 'pangkas', 'rawat', 'pepohonan', 'korban', 'biar', 'kejadian', 'untung', 'batang', 'pohonnya', 'njatohin', 'mobil', 'parkir', 'warning', 'pengurus', 'parkir', 'tandain']",parkiran mobil pohon setua segede ranting jatuh bikin pecah kaca mobilku petugas pengelola parkir jawabannya enak merugikan minimal ranting ranting pangkas rawat pepohonan korban biar kejadian untung batang pohonnya njatohin mobil parkir warning pengurus parkir tandain,-10,negative
1,"Calo nya bala bngt, ngambil untung nya kek mau pergi umroh
Tolong benahi dong instansi terkait
Bkin gk nyaman penumpang yg mau ke loket krna matok tarif gk wajar",Calo nya bala bngt ngambil untung nya kek mau pergi umroh Tolong benahi dong instansi terkait Bkin gk nyaman penumpang yg mau ke loket krna matok tarif gk wajar,calo nya bala bngt ngambil untung nya kek mau pergi umroh tolong benahi dong instansi terkait bkin gk nyaman penumpang yg mau ke loket krna matok tarif gk wajar,calo nya bala banget ngambil untung nya kayak mau pergi umroh tolong benahi dong instansi terkait bikin enggak nyaman penumpang yang mau ke loket karena matok tarif enggak wajar,"['calo', 'nya', 'bala', 'banget', 'ngambil', 'untung', 'nya', 'kayak', 'mau', 'pergi', 'umroh', 'tolong', 'benahi', 'dong', 'instansi', 'terkait', 'bikin', 'enggak', 'nyaman', 'penumpang', 'yang', 'mau', 'ke', 'loket', 'karena', 'matok', 'tarif', 'enggak', 'wajar']","['calo', 'bala', 'banget', 'ngambil', 'untung', 'kayak', 'pergi', 'umroh', 'tolong', 'benahi', 'instansi', 'terkait', 'bikin', 'nyaman', 'penumpang', 'loket', 'matok', 'tarif', 'wajar']",calo bala banget ngambil untung kayak pergi umroh tolong benahi instansi terkait bikin nyaman penumpang loket matok tarif wajar,-16,negative
5,"Terminalnya lumayan, standar lah untuk terminal. Seperti biasa pasti banyak calo tapi surprisingly toiletnya lumayan bersih, ada mushola juga good👍. Ruang tunggunya ada di dalam tapi di depan ada taman juga buat nunggu, lumayan sejuk juga karna banyak pohon nya dan ada gazebo. Overall 👍👏✨",Terminalnya lumayan standar lah untuk terminal Seperti biasa pasti banyak calo tapi surprisingly toiletnya lumayan bersih ada mushola juga good Ruang tunggunya ada di dalam tapi di depan ada taman juga buat nunggu lumayan sejuk juga karna banyak pohon nya dan ada gazebo Overall,terminalnya lumayan standar lah untuk terminal seperti biasa pasti banyak calo tapi surprisingly toiletnya lumayan bersih ada mushola juga good ruang tunggunya ada di dalam tapi di depan ada taman juga buat nunggu lumayan sejuk juga karna banyak pohon nya dan ada gazebo overall,terminalnya lumayan standar lah untuk terminal seperti biasa pasti banyak calo tapi surprisingly toiletnya lumayan bersih ada mushola juga good ruang tunggunya ada di dalam tapi di depan ada taman juga buat menunggu lumayan sejuk juga karena banyak pohon nya dan ada gazebo overall,"['terminalnya', 'lumayan', 'standar', 'lah', 'untuk', 'terminal', 'seperti', 'biasa', 'pasti', 'banyak', 'calo', 'tapi', 'surprisingly', 'toiletnya', 'lumayan', 'bersih', 'ada', 'mushola', 'juga', 'good', 'ruang', 'tunggunya', 'ada', 'di', 'dalam', 'tapi', 'di', 'depan', 'ada', 'taman', 'juga', 'buat', 'menunggu', 'lumayan', 'sejuk', 'juga', 'karena', 'banyak', 'pohon', 'nya', 'dan', 'ada', 'gazebo', 'overall']","['terminalnya', 'lumayan', 'standar', 'terminal', 'calo', 'surprisingly', 'toiletnya', 'lumayan', 'bersih', 'mushola', 'good', 'ruang', 'tunggunya', 'taman', 'menunggu', 'lumayan', 'sejuk', 'pohon', 'gazebo', 'overall']",terminalnya lumayan standar terminal calo surprisingly toiletnya lumayan bersih mushola good ruang tunggunya taman menunggu lumayan sejuk pohon gazebo overall,-12,negative
5,Tempatnya busmania kumpul dan nongkiyy,Tempatnya busmania kumpul dan nongkiyy,tempatnya busmania kumpul dan nongkiyy,tempatnya busmania kumpul dan nongkiyy,"['tempatnya', 'busmania', 'kumpul', 'dan', 'nongkiyy']","['tempatnya', 'busmania', 'kumpul', 'nongkiyy']",tempatnya busmania kumpul nongkiyy,0,neutral
5,Aman dari calo,Aman dari calo,aman dari calo,aman dari calo,"['aman', 'dari', 'calo']","['aman', 'calo']",aman calo,0,neutral
1,"Terminal dengan agen agen bus preman.cuma sinar jaya saja yang bagus.
Toilet terjorok yang pernah saya singah.jorok sekali.sepertinya karena orang orangnya jorok juga.& toilet semua mampet.bener bener jorok.jijik banget pokoknya.semoga aja ada perbaikan terutama untuk orang orang agen bus .& toilet nya.diwilayah lain udah maju.diterminal purwokerto masih aja jorok.",Terminal dengan agen agen bus premancuma sinar jaya saja yang bagus Toilet terjorok yang pernah saya singahjorok sekalisepertinya karena orang orangnya jorok juga toilet semua mampetbener bener jorokjijik banget pokoknyasemoga aja ada perbaikan terutama untuk orang orang agen bus  toilet nyadiwilayah lain udah majuditerminal purwokerto masih aja jorok,terminal dengan agen agen bus premancuma sinar jaya saja yang bagus toilet terjorok yang pernah saya singahjorok sekalisepertinya karena orang orangnya jorok juga toilet semua mampetbener bener jorokjijik banget pokoknyasemoga aja ada perbaikan terutama untuk orang orang agen bus  toilet nyadiwilayah lain udah majuditerminal purwokerto masih aja jorok,terminal dengan agen agen bus premancuma sinar jaya saja yang bagus toilet terjorok yang pernah saya singahjorok sekalisepertinya karena orang orangnya jorok juga toilet semua mampetbener benar jorokjijik  sekali pokoknyasemoga saja ada perbaikan terutama untuk orang orang agen bus toilet nyadiwilayah lain sudah majuditerminal purwokerto masih saja jorok,"['terminal', 'dengan', 'agen', 'agen', 'bus', 'premancuma', 'sinar', 'jaya', 'saja', 'yang', 'bagus', 'toilet', 'terjorok', 'yang', 'pernah', 'saya', 'singahjorok', 'sekalisepertinya', 'karena', 'orang', 'orangnya', 'jorok', 'juga', 'toilet', 'semua', 'mampetbener', 'benar', 'jorokjijik', 'sekali', 'pokoknyasemoga', 'saja', 'ada', 'perbaikan', 'terutama', 'untuk', 'orang', 'orang', 'agen', 'bus', 'toilet', 'nyadiwilayah', 'lain', 'sudah', 'majuditerminal', 'purwokerto', 'masih', 'saja', 'jorok']","['terminal', 'agen', 'agen', 'bus', 'premancuma', 'sinar', 'jaya', 'bagus', 'toilet', 'terjorok', 'singahjorok', 'sekalisepertinya', 'orang', 'orangnya', 'jorok', 'toilet', 'mampetbener', 'jorokjijik', 'pokoknyasemoga', 'perbaikan', 'orang', 'orang', 'agen', 'bus', 'toilet', 'nyadiwilayah', 'majuditerminal', 'purwokerto', 'jorok']",terminal agen agen bus premancuma sinar jaya bagus toilet terjorok singahjorok sekalisepertinya orang orangnya jorok toilet mampetbener jorokjijik pokoknyasemoga perbaikan orang orang agen bus toilet nyadiwilayah majuditerminal purwokerto jorok,-13,negative
1,"Bintang 1 aja kayanya masih kebagusan ini.
Tolong dong pemerintah setempat atau dinas perhubungan kota purwokerto kerja, diperbaiki lagi ini terminal berantakan banget sistemnya. Calo calonya dibina biar ga ngasih harga ga masuk akal gini. Udah harga mahal dikasih bus kaya delman.
Gimana kotanya mau maju, kalau hal hal kaya gini aja acuh. Padahal udah banyak keluhan yang serupa. Pertama dan terakhir kalinya saya kesini",Bintang  aja kayanya masih kebagusan ini Tolong dong pemerintah setempat atau dinas perhubungan kota purwokerto kerja diperbaiki lagi ini terminal berantakan banget sistemnya Calo calonya dibina biar ga ngasih harga ga masuk akal gini Udah harga mahal dikasih bus kaya delman Gimana kotanya mau maju kalau hal hal kaya gini aja acuh Padahal udah banyak keluhan yang serupa Pertama dan terakhir kalinya saya kesini,bintang  aja kayanya masih kebagusan ini tolong dong pemerintah setempat atau dinas perhubungan kota purwokerto kerja diperbaiki lagi ini terminal berantakan banget sistemnya calo calonya dibina biar ga ngasih harga ga masuk akal gini udah harga mahal dikasih bus kaya delman gimana kotanya mau maju kalau hal hal kaya gini aja acuh padahal udah banyak keluhan yang serupa pertama dan terakhir kalinya saya kesini,bintang saja kayanya masih kebagusan ini tolong dong pemerintah setempat atau dinas perhubungan kota purwokerto kerja diperbaiki lagi ini terminal berantakan  sekali sistemnya calo calonya dibina biar enggak mengasih harga enggak masuk akal begini sudah harga mahal dikasih bus kayak delman bagaimana kotanya mau maju kalau hal hal kayak begini saja acuh padahal sudah banyak keluhan yang serupa pertama dan terakhir kalinya saya kesini,"['bintang', 'saja', 'kayanya', 'masih', 'kebagusan', 'ini', 'tolong', 'dong', 'pemerintah', 'setempat', 'atau', 'dinas', 'perhubungan', 'kota', 'purwokerto', 'kerja', 'diperbaiki', 'lagi', 'ini', 'terminal', 'berantakan', 'sekali', 'sistemnya', 'calo', 'calonya', 'dibina', 'biar', 'enggak', 'mengasih', 'harga', 'enggak', 'masuk', 'akal', 'begini', 'sudah', 'harga', 'mahal', 'dikasih', 'bus', 'kayak', 'delman', 'bagaimana', 'kotanya', 'mau', 'maju', 'kalau', 'hal', 'hal', 'kayak', 'begini', 'saja', 'acuh', 'padahal', 'sudah', 'banyak', 'keluhan', 'yang', 'serupa', 'pertama', 'dan', 'terakhir', 'kalinya', 'saya', 'kesini']","['bintang', 'kayanya', 'kebagusan', 'tolong', 'pemerintah', 'dinas', 'perhubungan', 'kota', 'purwokerto', 'kerja', 'diperbaiki', 'terminal', 'berantakan', 'sistemnya', 'calo', 'calonya', 'dibina', 'biar', 'mengasih', 'harga', 'masuk', 'akal', 'harga', 'mahal', 'dikasih', 'bus', 'kayak', 'delman', 'kotanya', 'maju', 'kayak', 'acuh', 'keluhan', 'kalinya', 'kesini']",bintang kayanya kebagusan tolong pemerintah dinas perhubungan kota purwokerto kerja diperbaiki terminal berantakan sistemnya calo calonya dibina biar mengasih harga masuk akal harga mahal dikasih bus kayak delman kotanya maju kayak acuh keluhan kalinya kesini,-14,negative
2,"terminal nya bagus tapi sayang bangettt banyak calooo yang ga ngotak kalo matok in harga , warung2 juga ngasih hrg makanannya ga masuk akal banget, beli indomie 1 sama bakso kecil isi 5 + teh anget tawar 2 dipatok harga 40rebuu , ampunnnn kapok bangettt!!",terminal nya bagus tapi sayang bangettt banyak calooo yang ga ngotak kalo matok in harga  warung juga ngasih hrg makanannya ga masuk akal banget beli indomie  sama bakso kecil isi   teh anget tawar  dipatok harga rebuu  ampunnnn kapok bangettt,terminal nya bagus tapi sayang bangettt banyak calooo yang ga ngotak kalo matok in harga  warung juga ngasih hrg makanannya ga masuk akal banget beli indomie  sama bakso kecil isi   teh anget tawar  dipatok harga rebuu  ampunnnn kapok bangettt,terminal nya bagus tapi sayang  sekali banyak calooo yang enggak ngotak kalo matok ini harga warung juga mengasih hrg makanannya enggak masuk akal  sekali beli indomie sama bakso kecil isi teh anget tawar dipatok harga rebuu ampun kapok  sekali,"['terminal', 'nya', 'bagus', 'tapi', 'sayang', 'sekali', 'banyak', 'calooo', 'yang', 'enggak', 'ngotak', 'kalo', 'matok', 'ini', 'harga', 'warung', 'juga', 'mengasih', 'hrg', 'makanannya', 'enggak', 'masuk', 'akal', 'sekali', 'beli', 'indomie', 'sama', 'bakso', 'kecil', 'isi', 'teh', 'anget', 'tawar', 'dipatok', 'harga', 'rebuu', 'ampun', 'kapok', 'sekali']","['terminal', 'bagus', 'sayang', 'calooo', 'ngotak', 'kalo', 'matok', 'harga', 'warung', 'mengasih', 'hrg', 'makanannya', 'masuk', 'akal', 'beli', 'indomie', 'bakso', 'isi', 'teh', 'anget', 'tawar', 'dipatok', 'harga', 'rebuu', 'ampun', 'kapok']",terminal bagus sayang calooo ngotak kalo matok harga warung mengasih hrg makanannya masuk akal beli indomie bakso isi teh anget tawar dipatok harga rebuu ampun kapok,-10,negative
1,Calo ga bertanggung jawab kok berkeliaran...atau sengaja ada oknum pelihara,Calo ga bertanggung jawab kok berkeliaranatau sengaja ada oknum pelihara,calo ga bertanggung jawab kok berkeliaranatau sengaja ada oknum pelihara,calo enggak bertanggung jawab kok berkeliaranatau sengaja ada oknum pelihara,"['calo', 'enggak', 'bertanggung', 'jawab', 'kok', 'berkeliaranatau', 'sengaja', 'ada', 'oknum', 'pelihara']","['calo', 'bertanggung', 'berkeliaranatau', 'sengaja', 'oknum', 'pelihara']",calo bertanggung berkeliaranatau sengaja oknum pelihara,1,positive
5,"Terminalnya sudah bagus dan tertata rapi, calo2 masih ada tapi udah lbh kondusif. Mantap pokoknya perkembangan terminal ini, banyak penjual2 makanan dan agen2 tiket bus yang ramah2.
Tempat parkir luas ada di depan terminal, ada taman bermain anak untuk pengunjung yang sedang menunggu kedatangan atau mengantar penumpang.",Terminalnya sudah bagus dan tertata rapi calo masih ada tapi udah lbh kondusif Mantap pokoknya perkembangan terminal ini banyak penjual makanan dan agen tiket bus yang ramah Tempat parkir luas ada di depan terminal ada taman bermain anak untuk pengunjung yang sedang menunggu kedatangan atau mengantar penumpang,terminalnya sudah bagus dan tertata rapi calo masih ada tapi udah lbh kondusif mantap pokoknya perkembangan terminal ini banyak penjual makanan dan agen tiket bus yang ramah tempat parkir luas ada di depan terminal ada taman bermain anak untuk pengunjung yang sedang menunggu kedatangan atau mengantar penumpang,terminalnya sudah bagus dan tertata rapi calo masih ada tapi sudah lebih kondusif mantap pokoknya perkembangan terminal ini banyak penjual makanan dan agen tiket bus yang ramah tempat parkir luas ada di depan terminal ada taman bermain anak untuk pengunjung yang sedang menunggu kedatangan atau mengantar penumpang,"['terminalnya', 'sudah', 'bagus', 'dan', 'tertata', 'rapi', 'calo', 'masih', 'ada', 'tapi', 'sudah', 'lebih', 'kondusif', 'mantap', 'pokoknya', 'perkembangan', 'terminal', 'ini', 'banyak', 'penjual', 'makanan', 'dan', 'agen', 'tiket', 'bus', 'yang', 'ramah', 'tempat', 'parkir', 'luas', 'ada', 'di', 'depan', 'terminal', 'ada', 'taman', 'bermain', 'anak', 'untuk', 'pengunjung', 'yang', 'sedang', 'menunggu', 'kedatangan', 'atau', 'mengantar', 'penumpang']","['terminalnya', 'bagus', 'tertata', 'rapi', 'calo', 'kondusif', 'mantap', 'pokoknya', 'perkembangan', 'terminal', 'penjual', 'makanan', 'agen', 'tiket', 'bus', 'ramah', 'parkir', 'luas', 'terminal', 'taman', 'bermain', 'anak', 'pengunjung', 'menunggu', 'kedatangan', 'mengantar', 'penumpang']",terminalnya bagus tertata rapi calo kondusif mantap pokoknya perkembangan terminal penjual makanan agen tiket bus ramah parkir luas terminal taman bermain anak pengunjung menunggu kedatangan mengantar penumpang,-6,negative
5,"Terminal yang sangat bersih,aman dan nyaman",Terminal yang sangat bersihaman dan nyaman,terminal yang sangat bersihaman dan nyaman,terminal yang sangat bersihaman dan nyaman,"['terminal', 'yang', 'sangat', 'bersihaman', 'dan', 'nyaman']","['terminal', 'bersihaman', 'nyaman']",terminal bersihaman nyaman,1,positive
5,"Pelayanan bagus, petugas dishubnya baik, bawa lansia naik kursi roda diantar...",Pelayanan bagus petugas dishubnya baik bawa lansia naik kursi roda diantar,pelayanan bagus petugas dishubnya baik bawa lansia naik kursi roda diantar,pelayanan bagus petugas dishubnya baik bawa lansia naik kursi roda diantar,"['pelayanan', 'bagus', 'petugas', 'dishubnya', 'baik', 'bawa', 'lansia', 'naik', 'kursi', 'roda', 'diantar']","['pelayanan', 'bagus', 'petugas', 'dishubnya', 'bawa', 'lansia', 'kursi', 'roda', 'diantar']",pelayanan bagus petugas dishubnya bawa lansia kursi roda diantar,-5,negative
1,"Masih banyak calo tiket penipu berkeliaran. Setidaknya kalo ada orang tidak tau ya dikasih tau bukan malah dibodohi !! Dimintai pertanggung jawaban malah ngumpet !
Jangan membodohi orang kalo mau hidup kalian berkah !!",Masih banyak calo tiket penipu berkeliaran Setidaknya kalo ada orang tidak tau ya dikasih tau bukan malah dibodohi  Dimintai pertanggung jawaban malah ngumpet  Jangan membodohi orang kalo mau hidup kalian berkah,masih banyak calo tiket penipu berkeliaran setidaknya kalo ada orang tidak tau ya dikasih tau bukan malah dibodohi  dimintai pertanggung jawaban malah ngumpet  jangan membodohi orang kalo mau hidup kalian berkah,masih banyak calo tiket penipu berkeliaran setidaknya kalo ada orang tidak tau ya dikasih tau bukan malah dibodohi dimintai pertanggung jawaban malah ngumpet jangan membodohi orang kalo mau hidup kalian berkah,"['masih', 'banyak', 'calo', 'tiket', 'penipu', 'berkeliaran', 'setidaknya', 'kalo', 'ada', 'orang', 'tidak', 'tau', 'ya', 'dikasih', 'tau', 'bukan', 'malah', 'dibodohi', 'dimintai', 'pertanggung', 'jawaban', 'malah', 'ngumpet', 'jangan', 'membodohi', 'orang', 'kalo', 'mau', 'hidup', 'kalian', 'berkah']","['calo', 'tiket', 'penipu', 'berkeliaran', 'kalo', 'orang', 'tidak', 'tau', 'dikasih', 'tau', 'dibodohi', 'pertanggung', 'ngumpet', 'membodohi', 'orang', 'kalo', 'hidup', 'berkah']",calo tiket penipu berkeliaran kalo orang tidak tau dikasih tau dibodohi pertanggung ngumpet membodohi orang kalo hidup berkah,-13,negative
1,"di urus tu calo nya kocak ktanya ke ps minggu malah kp rambutan, katanya naik murni jaya di kasih nya sumber alam, butuh penumpang butuh duit ga gitu juga kali kocak, mikir lah di kasih duit di kasih penumpang rezeki ya di hargain juga penumpangnya ga ngotak",di urus tu calo nya kocak ktanya ke ps minggu malah kp rambutan katanya naik murni jaya di kasih nya sumber alam butuh penumpang butuh duit ga gitu juga kali kocak mikir lah di kasih duit di kasih penumpang rezeki ya di hargain juga penumpangnya ga ngotak,di urus tu calo nya kocak ktanya ke ps minggu malah kp rambutan katanya naik murni jaya di kasih nya sumber alam butuh penumpang butuh duit ga gitu juga kali kocak mikir lah di kasih duit di kasih penumpang rezeki ya di hargain juga penumpangnya ga ngotak,di urus itu calo nya kocak katanya ke pas minggu malah kp rambutan katanya naik murni jaya di kasih nya sumber alam butuh penumpang butuh duit enggak begitu juga kali kocak mikir lah di kasih duit di kasih penumpang rezeki ya di hargain juga penumpangnya enggak ngotak,"['di', 'urus', 'itu', 'calo', 'nya', 'kocak', 'katanya', 'ke', 'pas', 'minggu', 'malah', 'kp', 'rambutan', 'katanya', 'naik', 'murni', 'jaya', 'di', 'kasih', 'nya', 'sumber', 'alam', 'butuh', 'penumpang', 'butuh', 'duit', 'enggak', 'begitu', 'juga', 'kali', 'kocak', 'mikir', 'lah', 'di', 'kasih', 'duit', 'di', 'kasih', 'penumpang', 'rezeki', 'ya', 'di', 'hargain', 'juga', 'penumpangnya', 'enggak', 'ngotak']","['urus', 'calo', 'kocak', 'pas', 'minggu', 'kp', 'rambutan', 'murni', 'jaya', 'kasih', 'sumber', 'alam', 'butuh', 'penumpang', 'butuh', 'duit', 'kali', 'kocak', 'mikir', 'kasih', 'duit', 'kasih', 'penumpang', 'rezeki', 'hargain', 'penumpangnya', 'ngotak']",urus calo kocak pas minggu kp rambutan murni jaya kasih sumber alam butuh penumpang butuh duit kali kocak mikir kasih duit kasih penumpang rezeki hargain penumpangnya ngotak,-7,negative
4,"Terminal bagus, fasilitas baik mantap terminal bulupitu Purwokerto
Bersih dan nyaman",Terminal bagus fasilitas baik mantap terminal bulupitu Purwokerto Bersih dan nyaman,terminal bagus fasilitas baik mantap terminal bulupitu purwokerto bersih dan nyaman,terminal bagus fasilitas baik mantap terminal bulupitu purwokerto bersih dan nyaman,"['terminal', 'bagus', 'fasilitas', 'baik', 'mantap', 'terminal', 'bulupitu', 'purwokerto', 'bersih', 'dan', 'nyaman']","['terminal', 'bagus', 'fasilitas', 'mantap', 'terminal', 'bulupitu', 'purwokerto', 'bersih', 'nyaman']",terminal bagus fasilitas mantap terminal bulupitu purwokerto bersih nyaman,3,positive
1,"pelayanan yang sangat membagongkan dan penipuan mobil triplek banyak boongnyaa,ya pantas aja peminat bus kurang orang pertama naik bus langsung dikasih pelayanan yang jelek mobil yang jelek bayar mahal, jalan mulus aja ajrug ajrugan😂",pelayanan yang sangat membagongkan dan penipuan mobil triplek banyak boongnyaaya pantas aja peminat bus kurang orang pertama naik bus langsung dikasih pelayanan yang jelek mobil yang jelek bayar mahal jalan mulus aja ajrug ajrugan,pelayanan yang sangat membagongkan dan penipuan mobil triplek banyak boongnyaaya pantas aja peminat bus kurang orang pertama naik bus langsung dikasih pelayanan yang jelek mobil yang jelek bayar mahal jalan mulus aja ajrug ajrugan,pelayanan yang sangat membagongkan dan penipuan mobil triplek banyak boongnyaaya pantas saja peminat bus kurang orang pertama naik bus langsung dikasih pelayanan yang jelek mobil yang jelek bayar mahal jalan mulus saja ajrug ajrugan,"['pelayanan', 'yang', 'sangat', 'membagongkan', 'dan', 'penipuan', 'mobil', 'triplek', 'banyak', 'boongnyaaya', 'pantas', 'saja', 'peminat', 'bus', 'kurang', 'orang', 'pertama', 'naik', 'bus', 'langsung', 'dikasih', 'pelayanan', 'yang', 'jelek', 'mobil', 'yang', 'jelek', 'bayar', 'mahal', 'jalan', 'mulus', 'saja', 'ajrug', 'ajrugan']","['pelayanan', 'membagongkan', 'penipuan', 'mobil', 'triplek', 'boongnyaaya', 'peminat', 'bus', 'orang', 'bus', 'langsung', 'dikasih', 'pelayanan', 'jelek', 'mobil', 'jelek', 'bayar', 'mahal', 'jalan', 'mulus', 'ajrug', 'ajrugan']",pelayanan membagongkan penipuan mobil triplek boongnyaaya peminat bus orang bus langsung dikasih pelayanan jelek mobil jelek bayar mahal jalan mulus ajrug ajrugan,1,positive
1,"Hati hati banyak calo di janjikan dapet bus bagus dengan harga lumayan mahal dengan fasilitas ac dan toilet nya ternyata yang dateng bus majapahit, bus aladin tujuan bandung hati hati menjalankan ugal ugalan hampir tabrakan di jalan malangbong",Hati hati banyak calo di janjikan dapet bus bagus dengan harga lumayan mahal dengan fasilitas ac dan toilet nya ternyata yang dateng bus majapahit bus aladin tujuan bandung hati hati menjalankan ugal ugalan hampir tabrakan di jalan malangbong,hati hati banyak calo di janjikan dapet bus bagus dengan harga lumayan mahal dengan fasilitas ac dan toilet nya ternyata yang dateng bus majapahit bus aladin tujuan bandung hati hati menjalankan ugal ugalan hampir tabrakan di jalan malangbong,hati hati banyak calo di janjikan dapat bus bagus dengan harga lumayan mahal dengan fasilitas ac dan toilet nya ternyata yang datang bus majapahit bus bank aladin tujuan bandung hati hati menjalankan ugal ugalan hampir tabrakan di jalan malangbong,"['hati', 'hati', 'banyak', 'calo', 'di', 'janjikan', 'dapat', 'bus', 'bagus', 'dengan', 'harga', 'lumayan', 'mahal', 'dengan', 'fasilitas', 'ac', 'dan', 'toilet', 'nya', 'ternyata', 'yang', 'datang', 'bus', 'majapahit', 'bus', 'bank', 'aladin', 'tujuan', 'bandung', 'hati', 'hati', 'menjalankan', 'ugal', 'ugalan', 'hampir', 'tabrakan', 'di', 'jalan', 'malangbong']","['hati', 'hati', 'calo', 'janjikan', 'bus', 'bagus', 'harga', 'lumayan', 'mahal', 'fasilitas', 'ac', 'toilet', 'bus', 'majapahit', 'bus', 'bank', 'aladin', 'tujuan', 'bandung', 'hati', 'hati', 'menjalankan', 'ugal', 'ugalan', 'tabrakan', 'jalan', 'malangbong']",hati hati calo janjikan bus bagus harga lumayan mahal fasilitas ac toilet bus majapahit bus bank aladin tujuan bandung hati hati menjalankan ugal ugalan tabrakan jalan malangbong,2,positive
